kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;cilinderinhoud;vervaldatum_apk;vervaldatum_apk_dt;toegestane_maximum_massa_voertuig;laadvermogen;aantal_zitplaatsen;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;bruto_bpm;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;type_gasinstallatie
00BA29;Personenauto;PEUGEOT;304 CO2;19990129;Niet geregistreerd;GEEL;Niet geregistreerd;4;940;1040;19731205;19731205;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;op r. voorwielscherm onder motorkap;0;0;0.00;230;Nee;Nee;Nee;0;2013;Geen oordeel;01;Ja;1999-01-29T00:00:00.000;1973-12-05T00:00:00.000;1973-12-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;20160131;2016-01-31T00:00:00.000;;;;;;;;;;;;;;;;;
00BA32;Personenauto;PEUGEOT;504 C12;19780921;Niet geregistreerd;GRIJS;Niet geregistreerd;4;1210;1310;19731207;19731207;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;op r. voorwielscherm onder motorkap;0;0;0.00;255;Nee;Nee;Nee;0;2022;Geen oordeel;01;Ja;1978-09-21T00:00:00.000;1973-12-07T00:00:00.000;1973-12-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;20241011;2024-10-11T00:00:00.000;;;;;;;;;;;;;;;;;
00BA34;Personenauto;PEUGEOT;304 CABRIOLET S;20130814;Niet geregistreerd;WIT;Niet geregistreerd;4;900;1000;19740220;19740220;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;op r. voorwielscherm onder motorkap;0;0;0.00;230;Nee;Nee;Nee;0;2021;Geen oordeel;01;Ja;2013-08-14T00:00:00.000;1974-02-20T00:00:00.000;1974-02-20T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;20230614;2023-06-14T00:00:00.000;;;;;;;;;;;;;;;;;
00BA35;Personenauto;PEUGEOT;304 CABRIOLET S;20110323;Niet geregistreerd;WIT;Niet geregistreerd;4;900;1000;19740104;19740104;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;op r. voorwielscherm onder motorkap;0;0;0.00;230;Nee;Nee;Nee;0;2010;Geen oordeel;01;Ja;2011-03-23T00:00:00.000;1974-01-04T00:00:00.000;1974-01-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;20120427;2012-04-27T00:00:00.000;;;;;;;;;;;;;;;;;
00BA36;Personenauto;PEUGEOT;504 C12;20040315;Niet geregistreerd;BRUIN;Niet geregistreerd;4;1210;1310;19740102;19740102;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;;0;0;0.00;255;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2004-03-15T00:00:00.000;1974-01-02T00:00:00.000;1974-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;20240425;2024-04-25T00:00:00.000;;;;;;;;;;;;;;;;;
00BA48;Personenauto;PEUGEOT;304 CABRIOLET S;20140829;Niet geregistreerd;BLAUW;Niet geregistreerd;4;900;1000;19740312;19740312;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;op r. voorwielscherm onder motorkap;0;0;0.00;230;Nee;Nee;Nee;0;2020;Geen oordeel;01;Ja;2014-08-29T00:00:00.000;1974-03-12T00:00:00.000;1974-03-12T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;20221110;2022-11-10T00:00:00.000;;;;;;;;;;;;;;;;;
00BR10;Personenauto;PEUGEOT;504 C12;20060926;coupe;GROEN;Niet geregistreerd;4;1210;1310;19740425;19740425;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;op r. voorwielscherm onder motorkap;1540;0;0.06;255;Nee;Nee;Nee;0;2021;Geen oordeel;01;Ja;2006-09-26T00:00:00.000;1974-04-25T00:00:00.000;1974-04-25T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;20230722;2023-07-22T00:00:00.000;1540;;;;;;;;;;;;;;;;
00BR20;Personenauto;PEUGEOT;304 CABRIOLET S;20210712;cabriolet;GRIJS;Niet geregistreerd;4;899;999;19740314;20210712;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;r. voorwielscherm;1085;;0.03;230;Nee;Nee;Nee;1885;2022;Geen oordeel;05;Ja;2021-07-12T00:00:00.000;1974-03-14T00:00:00.000;2021-07-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1357;20230715;2023-07-15T00:00:00.000;1085;;2;400;800;20220421;2022-04-21T00:00:00.000;;;;;;;;;;
00BR23;Personenauto;PEUGEOT;304 BO2;20160127;Niet geregistreerd;GRIJS;Niet geregistreerd;4;900;1000;19740306;19740306;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;op r. voorwielscherm onder motorkap;0;0;0.00;230;Nee;Nee;Nee;0;2021;Logisch;00;Ja;2016-01-27T00:00:00.000;1974-03-06T00:00:00.000;1974-03-06T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;20230301;2023-03-01T00:00:00.000;;;;;;;;;;;;;;;;;
00BR34;Personenauto;PEUGEOT;504 C12;20060204;Niet geregistreerd;GRIJS;Niet geregistreerd;4;1210;1310;19740322;19740322;Geen verstrekking in Open Data;Nee;2;4;0;0;0;0;M1;;0;0;0.00;255;Nee;Nee;Nee;0;;Niet geregistreerd;NG;Ja;2006-02-04T00:00:00.000;1974-03-22T00:00:00.000;1974-03-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;
00BR35;Personenauto;PEUGEOT;304 CABRIOLET S;20040112;Niet geregistreerd;GEEL;Niet geregistreerd;4;900;1000;19740404;19740404;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;op r. voorwielscherm onder motorkap;0;0;0.00;230;Nee;Nee;Nee;0;2022;Geen oordeel;01;Ja;2004-01-12T00:00:00.000;1974-04-04T00:00:00.000;1974-04-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;20240428;2024-04-28T00:00:00.000;;;;;;;;;;;;;;;;;
00BR36;Personenauto;PEUGEOT;304 CABRIOLET S;19971209;Niet geregistreerd;GRIJS;Niet geregistreerd;4;900;1000;19740321;19740321;Geen verstrekking in Open Data;Nee;2;4;0;0;0;0;M1;;0;0;0.00;230;Nee;Nee;Nee;0;;Niet geregistreerd;NG;Ja;1997-12-09T00:00:00.000;1974-03-21T00:00:00.000;1974-03-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;
00BR38;Personenauto;PEUGEOT;504 C14;20220825;Niet geregistreerd;GRIJS;Niet geregistreerd;4;1210;1310;19740322;19740322;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;op r. voorwielscherm onder motorkap;0;0;0.00;255;Nee;Nee;Nee;0;2022;Geen oordeel;01;Ja;2022-08-25T00:00:00.000;1974-03-22T00:00:00.000;1974-03-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;20230325;2023-03-25T00:00:00.000;;;;;;;;;;;;;;;;;
00BR46;Personenauto;PEUGEOT;304 CABRIOLET S;19880614;Niet geregistreerd;GROEN;Niet geregistreerd;4;900;1000;19740405;19740405;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;;0;0;0.00;230;Nee;Nee;Nee;0;2021;Geen oordeel;01;Ja;1988-06-14T00:00:00.000;1974-04-05T00:00:00.000;1974-04-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;20200227;2020-02-27T00:00:00.000;;;;;;;;;;;;;;;;;
00EE33;Personenauto;PEUGEOT;304 B02 CABRIOLET;20200511;Niet geregistreerd;GRIJS;Niet geregistreerd;4;900;1000;19741008;19741008;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;op r. voorwielscherm onder motorkap;;;0.00;230;Nee;Nee;Nee;;2018;Logisch;00;Ja;2020-05-11T00:00:00.000;1974-10-08T00:00:00.000;1974-10-08T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;20200427;2020-04-27T00:00:00.000;;;;;;;;;;;;;;;;;
00GBB5;Personenauto;PEUGEOT;PEUGEOT 107;20181005;hatchback;BLAUW;Niet geregistreerd;3;775;875;20080530;20080530;Geen verstrekking in Open Data;Ja;2;4;0;0;343;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2018-10-05T00:00:00.000;2008-05-30T00:00:00.000;2008-05-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20231018;2023-10-18T00:00:00.000;1180;;4;;;;;667;10539;P;e11*2001/116*0237*05;MCFA;C;0;A;;
00GBB6;Personenauto;PEUGEOT;206;20080530;hatchback;GRIJS;Niet geregistreerd;4;925;1025;20080530;20080530;Geen verstrekking in Open Data;Ja;2;4;0;0;382;0;M1;r. op dwarsbalk in kofferruimte;1450;1;0.05;245;Nee;Nee;Nee;2365;2022;Logisch;00;Ja;2008-05-30T00:00:00.000;2008-05-30T00:00:00.000;2008-05-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1360;20230316;2023-03-16T00:00:00.000;1450;;5;510;1100;;;2585;12789;;e2*98/14*0237*11;C;A;0;D;;
00GBN1;Personenauto;PEUGEOT;306;20210502;cabriolet;BLAUW;Niet geregistreerd;4;1245;1345;20000706;20080526;Geen verstrekking in Open Data;Ja;2;4;0;0;418;0;M1;r. op randprofiel onder motorkap;1680;1;0.07;254;Nee;Nee;Nee;2680;2023;Geen oordeel;05;Ja;2021-05-02T00:00:00.000;2000-07-06T00:00:00.000;2008-05-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1998;20230120;2023-01-20T00:00:00.000;1680;;4;670;1000;;;5893;;;e2*93/81*0151*02;D;E;0;;;
00GBP2;Personenauto;PEUGEOT;PEUGEOT 107;20220127;hatchback;ZWART;Niet geregistreerd;3;815;915;20080606;20080606;Geen verstrekking in Open Data;Ja;4;4;0;0;343;0;M1;r. op bodemplaat by voorzitting;1190;0;0.05;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2022-01-27T00:00:00.000;2008-06-06T00:00:00.000;2008-06-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230907;2023-09-07T00:00:00.000;1190;;4;;;;;1184;12510;P;e11*2001/116*0237*05;NCFA;C/P;0;A;;
00GBP9;Personenauto;PEUGEOT;207;20210228;hatchback;BLAUW;Niet geregistreerd;4;1131;1231;20080530;20080530;Geen verstrekking in Open Data;Ja;2;4;0;0;403;0;M1;r. op schutbord onder motorkap;1630;0;0.05;254;Nee;Nee;Nee;2580;2023;Logisch;00;Ja;2021-02-28T00:00:00.000;2008-05-30T00:00:00.000;2008-05-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1360;20240302;2024-03-02T00:00:00.000;1630;;5;600;1150;;;3087;17800;W*****;e2*2001/116*0340*06;AKFU;C/P;0;B;0.00;
00GBZ5;Personenauto;PEUGEOT;207;20190625;hatchback;BLAUW;Niet geregistreerd;4;1153;1253;20080530;20080530;Geen verstrekking in Open Data;Ja;4;4;0;0;403;0;M1;r. op schutbord onder motorkap;1640;0;0.06;254;Nee;Nee;Nee;2580;2022;Logisch;00;Ja;2019-06-25T00:00:00.000;2008-05-30T00:00:00.000;2008-05-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1397;20230621;2023-06-21T00:00:00.000;1640;;5;600;1150;;;3008;17498;W*****;e2*2001/116*0340*06;C8FS;C;0;B;0.00;
00GDG5;Personenauto;PEUGEOT;207;20220726;hatchback;BLAUW;Niet geregistreerd;4;1175;1275;20080530;20080530;Geen verstrekking in Open Data;Ja;2;4;0;0;403;0;M1;r. op schutbord onder motorkap;1640;0;0.07;254;Nee;Nee;Nee;2600;2022;Logisch;00;Ja;2022-07-26T00:00:00.000;2008-05-30T00:00:00.000;2008-05-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20221116;2022-11-16T00:00:00.000;1640;;5;600;1150;;;3302;18617;W*****;e2*2001/116*0340*06;A5FW;C;0;B;0.00;
00GDG6;Personenauto;PEUGEOT;206;20220905;hatchback;GRIJS;Niet geregistreerd;4;925;1025;20080617;20080617;Geen verstrekking in Open Data;Ja;4;4;0;0;382;0;M1;r. op dwarsbalk in kofferruimte;1450;1;0.05;245;Nee;Nee;Nee;2365;2022;Logisch;00;Ja;2022-09-05T00:00:00.000;2008-06-17T00:00:00.000;2008-06-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1360;20230617;2023-06-17T00:00:00.000;1450;;5;510;1100;;;2716;13289;;e2*98/14*0237*11;A;A;0;D;;
00GDN1;Personenauto;PEUGEOT;PEUGEOT 107;20130117;hatchback;ZWART;Niet geregistreerd;3;780;880;20080607;20080607;Geen verstrekking in Open Data;Ja;4;4;0;0;343;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2013-01-17T00:00:00.000;2008-06-07T00:00:00.000;2008-06-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230607;2023-06-07T00:00:00.000;1190;;4;;;;;759;10889;P;e11*2001/116*0237*05;NCFA;C;0;A;;
00GDN2;Personenauto;PEUGEOT;206;20220421;hatchback;GRIJS;Niet geregistreerd;4;925;1025;20080605;20080605;Geen verstrekking in Open Data;Ja;4;4;0;0;382;0;M1;r. op dwarsbalk in kofferruimte;1450;1;0.05;245;Nee;Nee;Nee;2365;2022;Logisch;00;Ja;2022-04-21T00:00:00.000;2008-06-05T00:00:00.000;2008-06-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1360;20230327;2023-03-27T00:00:00.000;1450;;5;510;1100;;;2716;13289;;e2*98/14*0237*11;A;A;0;D;;
00GDZ6;Personenauto;PEUGEOT;PEUGEOT 107;20220416;hatchback;BLAUW;Niet geregistreerd;3;780;880;20080630;20080630;Geen verstrekking in Open Data;Ja;4;4;0;0;343;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2022-04-16T00:00:00.000;2008-06-30T00:00:00.000;2008-06-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230414;2023-04-14T00:00:00.000;1190;;4;;;;;921;11509;P;e11*2001/116*0237*05;NCFA;C;0;A;;
00GFF5;Personenauto;PEUGEOT;207;20190921;cabriolet;GRIJS;Niet geregistreerd;4;1327;1427;20080606;20080606;Geen verstrekking in Open Data;Ja;2;4;0;0;404;0;M1;r. op schutbord onder motorkap;1720;0;0.06;254;Nee;Nee;Nee;2570;2023;Logisch;00;Ja;2019-09-21T00:00:00.000;2008-06-06T00:00:00.000;2008-06-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20230403;2023-04-03T00:00:00.000;1720;;4;600;1040;;;5433;24776;W*****;e2*2001/116*0340*04;B5FW;C;0;C;0.00;
00GFF6;Personenauto;PEUGEOT;206;20220507;hatchback;GRIJS;Niet geregistreerd;4;925;1025;20080624;20080624;Geen verstrekking in Open Data;Ja;4;4;0;0;382;0;M1;r. op dwarsbalk in kofferruimte;1450;1;0.05;245;Nee;Nee;Nee;2365;2022;Logisch;00;Ja;2022-05-07T00:00:00.000;2008-06-24T00:00:00.000;2008-06-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1360;20231221;2023-12-21T00:00:00.000;1450;;5;510;1100;;;2716;13289;;e2*98/14*0237*11;A;A;0;D;;
00GFJ3;Personenauto;PEUGEOT;307;20180511;stationwagen;GRIJS;Niet geregistreerd;4;1369;1469;20070117;20080818;Geen verstrekking in Open Data;Ja;4;4;0;0;443;0;M1;op r. schroefveerkoker onder motorkap;1980;1;0.05;271;Nee;Nee;Nee;2900;2023;Geen oordeel;05;Ja;2018-05-11T00:00:00.000;2007-01-17T00:00:00.000;2008-08-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1587;20240117;2024-01-17T00:00:00.000;1980;;7;730;1200;;;6876;;;e2*2001/116*0243*10;H;F;0;D;;
00GFJ5;Personenauto;PEUGEOT;PEUGEOT 107;20210329;hatchback;BLAUW;Niet geregistreerd;3;780;880;20080821;20080821;Geen verstrekking in Open Data;Ja;4;4;0;0;343;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Onlogisch;04;Ja;2021-03-29T00:00:00.000;2008-08-21T00:00:00.000;2008-08-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20231115;2023-11-15T00:00:00.000;1190;;4;;;;;496;9888;P;e11*2001/116*0237*05;NCFA;C;0;A;;
00GFN1;Personenauto;PEUGEOT;207;20210912;cabriolet;GRIJS;Niet geregistreerd;4;1366;1466;20080627;20080627;Geen verstrekking in Open Data;Ja;2;4;0;0;404;0;M1;r. op schutbord onder motorkap;1765;0;0.06;254;Nee;Nee;Nee;2645;2022;Logisch;00;Ja;2021-09-12T00:00:00.000;2008-06-27T00:00:00.000;2008-06-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20230308;2023-03-08T00:00:00.000;1765;;4;600;1060;;;7038;29770;W*****;e2*2001/116*0340*06;B5FW;F;0;D;0.00;
00GFT1;Personenauto;PEUGEOT;206;20080612;hatchback;GRIJS;Niet geregistreerd;4;925;1025;20080612;20080612;Geen verstrekking in Open Data;Ja;4;4;0;0;382;0;M1;r. op dwarsbalk in kofferruimte;1450;1;0.05;245;Nee;Nee;Nee;2365;2022;Logisch;00;Ja;2008-06-12T00:00:00.000;2008-06-12T00:00:00.000;2008-06-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1360;20230613;2023-06-13T00:00:00.000;1450;;5;510;1100;;;2716;13289;;e2*98/14*0237*11;A;A;0;D;;
00GFX6;Personenauto;PEUGEOT;407;20160317;stationwagen;GRIJS;Niet geregistreerd;4;1430;1530;20080630;20080630;Geen verstrekking in Open Data;Ja;4;4;0;0;476;0;M1;r. tegen voorwielscherm onder motorkap;2090;1;0.06;273;Nee;Nee;Nee;3390;2022;Logisch;00;Ja;2016-03-17T00:00:00.000;2008-06-30T00:00:00.000;2008-06-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1749;20230316;2023-03-16T00:00:00.000;2090;;5;750;1300;;;6541;28999;;e2*2001/116*0330*01;E;C;0;C;;
00GGD3;Personenauto;PEUGEOT;407;20130422;sedan;GRIJS;Niet geregistreerd;4;1375;1475;20080627;20080627;Geen verstrekking in Open Data;Ja;4;4;0;0;469;0;M1;r. tegen voorwielscherm onder motorkap;1980;2;0.06;273;Nee;Nee;Nee;3280;2022;Logisch;00;Ja;2013-04-22T00:00:00.000;2008-06-27T00:00:00.000;2008-06-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1749;20230627;2023-06-27T00:00:00.000;1980;;5;735;1600;;;6588;29180;6*6FY*;e2*2001/116*0330*02;D;C;0;C;;
