kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximum_ondersteunende_snelheid;type_gasinstallatie;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd
00LPN4;Personenauto;HYUNDAI;IX35;20230711;20190715;7963;MPV;5;GRIJS;Niet geregistreerd;4;1998;1372;1980;1472;736;1600;20100605;20100605;Geen verstrekking in Open Data;32335;Ja;4;4;0;0;441;0;M1;by voorzitting r.;1980;EL;e11*2007/46*0104*01;F5P11;A61BZ1;0;0.08;264;Nee;Nee;Nee;3580;0;2022;Logisch;00;Ja;2023-07-11T00:00:00.000;2019-07-15T00:00:00.000;2010-06-05T00:00:00.000;2010-06-05T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00LPV2;Personenauto;HYUNDAI;I20;20230611;20100611;1992;MPV;5;GRIJS;Niet geregistreerd;4;1248;945;1515;1045;450;850;20100611;20100611;Geen verstrekking in Open Data;14170;Ja;4;4;0;0;394;0;M1;r. dwarsbalk by voorzitting;1515;PB;e11*2001/116*0333*02;F5P11;M51AZ1;0;0.05;253;Nee;Nee;Nee;2365;0;2022;Logisch;00;Ja;2023-06-11T00:00:00.000;2010-06-11T00:00:00.000;2010-06-11T00:00:00.000;2010-06-11T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00LRL4;Personenauto;HYUNDAI;MATRIX;20230616;20170602;3973;MPV;5;GRIJS;Niet geregistreerd;4;1599;1223;1800;1323;550;1300;20100616;20100616;Geen verstrekking in Open Data;17815;Ja;4;4;0;0;406;0;M1;r. tegen schutbord onder motorkap;1800;FCT;e4*2001/116*0126*03;F5P11;M51AZ1;0;0.06;260;Nee;Nee;Nee;3100;0;2022;Logisch;00;Ja;2023-06-16T00:00:00.000;2017-06-02T00:00:00.000;2010-06-16T00:00:00.000;2010-06-16T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00LRP9;Personenauto;HYUNDAI;IX35;20230830;20230209;6051;MPV;5;ZWART;Niet geregistreerd;4;1998;1355;1980;1455;727;1900;20100618;20100618;Geen verstrekking in Open Data;28035;Ja;4;4;0;0;441;0;M1;by voorzitting r.;1980;EL;e11*2007/46*0104*01;F5P11;M51AZ1;0;0.08;264;Nee;Nee;Nee;3880;0;2023;Logisch;00;Ja;2023-08-30T00:00:00.000;2023-02-09T00:00:00.000;2010-06-18T00:00:00.000;2010-06-18T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00LRT3;Personenauto;HYUNDAI;MATRIX;20230619;20210604;3984;MPV;5;ZWART;Niet geregistreerd;4;1599;1223;1800;1323;550;1300;20100619;20100619;Geen verstrekking in Open Data;17435;Ja;4;4;0;0;406;0;M1;r. tegen schutbord onder motorkap;1800;FCT;e4*2001/116*0126*01;F5P11;M51AZ1;0;0.06;260;Nee;Nee;Nee;3100;0;2022;Logisch;00;Ja;2023-06-19T00:00:00.000;2021-06-04T00:00:00.000;2010-06-19T00:00:00.000;2010-06-19T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00LRZ4;Personenauto;HYUNDAI;I 10;20230618;20200905;224;MPV;5;GRIJS;Niet geregistreerd;4;1086;900;1405;1000;400;700;20100618;20100618;Geen verstrekking in Open Data;9460;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*04;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-06-18T00:00:00.000;2020-09-05T00:00:00.000;2010-06-18T00:00:00.000;2010-06-18T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00LRZ5;Personenauto;HYUNDAI;IX35;20230814;20180814;7281;MPV;5;GRIJS;Niet geregistreerd;4;1998;1372;1980;1472;736;1600;20100706;20100706;Geen verstrekking in Open Data;30330;Ja;4;4;0;0;441;0;M1;by voorzitting r.;1980;EL;e11*2007/46*0104*01;F5P11;A61AZ1;0;0.08;264;Nee;Nee;Nee;3580;0;2022;Logisch;00;Ja;2023-08-14T00:00:00.000;2018-08-14T00:00:00.000;2010-07-06T00:00:00.000;2010-07-06T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00LSJ8;Personenauto;HYUNDAI;I20;20230630;20111125;2240;MPV;5;GRIJS;Niet geregistreerd;4;1396;1010;1565;1110;450;1000;20100630;20100630;Geen verstrekking in Open Data;14170;Ja;4;4;0;0;394;0;M1;r. dwarsbalk by voorzitting;1565;PB;e11*2001/116*0333*02;F5P21;M52AZ1;0;0.07;253;Nee;Nee;Nee;2565;0;2022;Logisch;00;Ja;2023-06-30T00:00:00.000;2011-11-25T00:00:00.000;2010-06-30T00:00:00.000;2010-06-30T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00LSN8;Personenauto;HYUNDAI;TUCSON;20230301;20150302;6727;MPV;5;GRIJS;Niet geregistreerd;4;1975;1437;2050;1537;500;1400;20100826;20100826;Geen verstrekking in Open Data;25730;Ja;4;4;0;0;433;0;M1;r. op dwarsbalk onder voorzitting;2050;JM;e4*2001/116*0087*13;ADZ;V;0;0.07;263;Nee;Nee;Nee;3450;0;2022;Logisch;00;Ja;2023-03-01T00:00:00.000;2015-03-02T00:00:00.000;2010-08-26T00:00:00.000;2010-08-26T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00LSN9;Personenauto;HYUNDAI;IX35;20231018;20191019;5482;MPV;5;WIT;Niet geregistreerd;4;1998;1355;1980;1455;727;1900;20100701;20100701;Geen verstrekking in Open Data;24995;Ja;4;4;0;0;441;0;M1;by voorzitting r.;1980;EL;e11*2007/46*0104*01;F5P11;M51AZ1;0;0.08;264;Nee;Nee;Nee;3880;0;2022;Logisch;00;Ja;2023-10-18T00:00:00.000;2019-10-19T00:00:00.000;2010-07-01T00:00:00.000;2010-07-01T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00LSV1;Personenauto;HYUNDAI;I20;20230625;20121207;1861;MPV;5;GRIJS;Niet geregistreerd;4;1248;945;1515;1045;450;850;20100625;20100625;Geen verstrekking in Open Data;13470;Ja;4;4;0;0;394;0;M1;r. dwarsbalk by voorzitting;1515;PB;e11*2001/116*0333*02;F5P11;M51AZ1;0;0.05;253;Nee;Nee;Nee;2365;0;2022;Logisch;00;Ja;2023-06-25T00:00:00.000;2012-12-07T00:00:00.000;2010-06-25T00:00:00.000;2010-06-25T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00LTD2;Personenauto;HYUNDAI;I 10;20230625;20100625;224;MPV;5;BLAUW;Niet geregistreerd;4;1086;900;1405;1000;400;700;20100625;20100625;Geen verstrekking in Open Data;9460;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*04;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-06-25T00:00:00.000;2010-06-25T00:00:00.000;2010-06-25T00:00:00.000;2010-06-25T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00LTJ2;Personenauto;HYUNDAI;IX35;20230630;20160518;5397;MPV;5;BLAUW;Niet geregistreerd;4;1998;1355;1980;1455;727;1900;20100630;20100630;Geen verstrekking in Open Data;24540;Ja;4;4;0;0;441;0;M1;by voorzitting r.;1980;EL;e11*2007/46*0104*00;F5P11;M51AZ1;0;0.08;264;Nee;Nee;Nee;3880;0;2022;Logisch;00;Ja;2023-06-30T00:00:00.000;2016-05-18T00:00:00.000;2010-06-30T00:00:00.000;2010-06-30T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00LTN5;Personenauto;HYUNDAI;I 10;20230725;20140730;224;MPV;5;GRIJS;Niet geregistreerd;4;1086;900;1405;1000;400;700;20100629;20100629;Geen verstrekking in Open Data;9460;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*04;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-07-25T00:00:00.000;2014-07-30T00:00:00.000;2010-06-29T00:00:00.000;2010-06-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00LTT2;Personenauto;HYUNDAI;I 10;20230630;20100709;74;MPV;5;GRIJS;Niet geregistreerd;4;1086;900;1405;1000;400;700;20100630;20100630;Geen verstrekking in Open Data;8660;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*04;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-06-30T00:00:00.000;2010-07-09T00:00:00.000;2010-06-30T00:00:00.000;2010-06-30T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
