kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;plaats_chassisnummer;maximum_last_onder_de_vooras_sen_tezamen_koppeling;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;hoogte_voertuig
26XXLR;Personenauto;FERRARI;612;20230722;20150804;coupe;ZWART;Niet geregistreerd;12;1840;1940;20050114;20071025;Geen verstrekking in Open Data;Ja;2;4;0;0;490;0;M1;2250;4;0.20;295;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-07-22T00:00:00.000;2015-08-04T00:00:00.000;2005-01-14T00:00:00.000;2007-10-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;82220;4;5748;2250;op bodemplaat by r. voorzitting;;;;e3*2001/116*0172*00;AL;E;0;G;;;;;
26ZHDX;Personenauto;FERRARI;599;20230819;20160825;coupe;ZWART;Niet geregistreerd;12;1680;1780;20070810;20080204;Geen verstrekking in Open Data;Ja;2;4;0;0;467;0;M1;2000;0;0.26;275;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-08-19T00:00:00.000;2016-08-25T00:00:00.000;2007-08-10T00:00:00.000;2008-02-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;79397;2;5999;2000;op dwarsbalk a. r. voorzitting;;;;e3*2001/116*0227*00;AB;E;0;G;;;;;
27FXXR;Personenauto;FERRARI;360;20230521;20060626;coupe;ROOD;Niet geregistreerd;8;1375;1475;20000814;20000814;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1720;1;0.20;260;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-05-21T00:00:00.000;2006-06-26T00:00:00.000;2000-08-14T00:00:00.000;2000-08-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;49324;2;3586;1720;op bodemplaat onder r. voorzitting;;;;e3*98/14*0043*02;AB;E;0;;;;;;
27GPX9;Personenauto;FERRARI;F 430;20230820;20120707;cabriolet;ROOD;Niet geregistreerd;8;1565;1665;20080820;20080820;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1790;0;0.21;260;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-08-20T00:00:00.000;2012-07-07T00:00:00.000;2008-08-20T00:00:00.000;2008-08-20T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;89408;2;4308;1790;op bodemplaat onder r. voorzitting;;;F 131;e3*2001/116*0043*10;ED;E;0;G;;;;;
27HBXF;Personenauto;FERRARI;360;20230617;20210818;cabriolet;ROOD;Niet geregistreerd;8;1425;1525;20010528;20010528;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1730;1;0.19;260;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-06-17T00:00:00.000;2021-08-18T00:00:00.000;2001-05-28T00:00:00.000;2001-05-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;55294;2;3586;1730;op bodemplaat onder r. voorzitting;;;;e3*98/14*0043*04;AD;E;0;G;;;;;
27SBK6;Personenauto;FERRARI;430;20230511;20140425;coupe;GRIJS;Niet geregistreerd;8;1425;1525;20050517;20110905;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;0;0.23;260;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-05-11T00:00:00.000;2014-04-25T00:00:00.000;2005-05-17T00:00:00.000;2011-09-05T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;55321;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;EB;E;0;G;;;;;
27SFPV;Personenauto;FERRARI;612;20240115;20190209;coupe;GRIJS;Niet geregistreerd;12;1840;1940;20060102;20060102;Geen verstrekking in Open Data;Ja;2;4;0;0;490;0;M1;2250;2;0.20;295;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2024-01-15T00:00:00.000;2019-02-09T00:00:00.000;2006-01-02T00:00:00.000;2006-01-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;90664;4;5748;2250;op bodemplaat by r. voorzitting;;;;e3*2001/116*0172*00;AL;E;0;G;;;;;
27TDXS;Personenauto;FERRARI;360;20230408;20120815;cabriolet;GRIJS;Niet geregistreerd;8;1425;1525;20030618;20060719;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1730;0;0.19;260;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-04-08T00:00:00.000;2012-08-15T00:00:00.000;2003-06-18T00:00:00.000;2006-07-19T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;55886;2;3586;1730;op bodemplaat onder r. voorzitting;;;;e3*98/14*0043*06;AD;M;0;G;;;;;
27TRN9;Personenauto;FERRARI;F 355;20180713;20120322;coupe;ROOD;Niet geregistreerd;8;1425;1525;19990201;20120322;Geen verstrekking in Open Data;Nee;2;4;0;0;425;0;M1;1700;0;0.18;245;Nee;Nee;Nee;0;2017;Geen oordeel;05;Ja;2018-07-13T00:00:00.000;2012-03-22T00:00:00.000;1999-02-01T00:00:00.000;2012-03-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;42695;2;3496;1700;op r. balk onder motorkap;;;;e3*96/79*0035*00;AB;E;0;;;;;;
27TZFR;Personenauto;FERRARI;430;20220923;20200924;coupe;ROOD;Niet geregistreerd;8;1425;1525;20060217;20070305;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;0;0.23;260;Nee;Ja;Nee;0;2021;Geen oordeel;05;Ja;2022-09-23T00:00:00.000;2020-09-24T00:00:00.000;2006-02-17T00:00:00.000;2007-03-05T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;55262;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;EB;E;0;G;;;;;
27XFPJ;Personenauto;FERRARI;TESTAROSSA U9;20211119;20070424;coupe;WIT;Niet geregistreerd;12;1700;1800;19910321;20070424;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1840;0;0.16;255;Nee;Nee;Nee;0;2020;Geen oordeel;05;Ja;2021-11-19T00:00:00.000;2007-04-24T00:00:00.000;1991-03-21T00:00:00.000;2007-04-24T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;57830;2;4943;1840;op r. balk onder motorkap;0;;;;;;;;;;;;
27XFZP;Personenauto;FERRARI;208 GTB;20230930;20200622;coupe;ROOD;Niet geregistreerd;8;1290;1390;19810630;20070501;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;;;0.08;234;Nee;Nee;Nee;;2021;Geen oordeel;05;Ja;2023-09-30T00:00:00.000;2020-06-22T00:00:00.000;1981-06-30T00:00:00.000;2007-05-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;2;1990;;op r. balk onder motorkap;0;;;;;;;;;;;;
27ZJGR;Personenauto;FERRARI;430;20230620;20121013;cabriolet;ZWART;Niet geregistreerd;8;1495;1595;20051123;20080215;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;0;0.22;260;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-06-20T00:00:00.000;2012-10-13T00:00:00.000;2005-11-23T00:00:00.000;2008-02-15T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;59977;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;ED;E;0;G;;;;;
27ZKVB;Personenauto;FERRARI;430;20230502;20180505;coupe;ROOD;Niet geregistreerd;8;1425;1525;20050801;20080314;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;0;0.23;260;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-05-02T00:00:00.000;2018-05-05T00:00:00.000;2005-08-01T00:00:00.000;2008-03-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;52420;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;EB;E;0;G;;;;;
28GNV7;Personenauto;FERRARI;430;20230422;20220928;cabriolet;GRIJS;Niet geregistreerd;8;1495;1595;20080104;20080801;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;0;0.22;260;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-04-22T00:00:00.000;2022-09-28T00:00:00.000;2008-01-04T00:00:00.000;2008-08-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;58961;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;ED;E;0;G;;;;;
28HVT6;Personenauto;FERRARI;599;20230814;20220708;coupe;BLAUW;Niet geregistreerd;12;1680;1780;20090313;20090313;Geen verstrekking in Open Data;Ja;2;4;0;0;467;0;M1;2000;1;0.26;275;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-08-14T00:00:00.000;2022-07-08T00:00:00.000;2009-03-13T00:00:00.000;2009-03-13T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;118750;2;5999;2000;op dwarsbalk a. r. voorzitting;;;;e3*2001/116*0227*02;AB;E;0;G;;;;;
28LGKT;Personenauto;FERRARI;360;20230523;20071009;cabriolet;GRIJS;Niet geregistreerd;8;1425;1525;20030109;20030109;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1730;0;0.19;260;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-05-23T00:00:00.000;2007-10-09T00:00:00.000;2003-01-09T00:00:00.000;2003-01-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;57649;2;3586;1730;op bodemplaat onder r. voorzitting;;;;e3*98/14*0043*05;AD;M;0;G;;;;;
28LPPR;Personenauto;FERRARI;TESTAROSSA;20060816;20030326;coupe;GEEL;Niet geregistreerd;12;1630;1730;19910822;20030326;Geen verstrekking in Open Data;Nee;2;4;0;0;0;0;M1;1840;0;0.17;255;Nee;Nee;Nee;0;2005;Geen oordeel;01;Ja;2006-08-16T00:00:00.000;2003-03-26T00:00:00.000;1991-08-22T00:00:00.000;2003-03-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;58645;;4943;1840;op r. balk onder motorkap;;;;;;;;;;;;;
28LXH8;Personenauto;FERRARI;CALIFORNIA;20230415;20190504;cabriolet;ROOD;Niet geregistreerd;8;1775;1875;20100318;20100721;Geen verstrekking in Open Data;Ja;2;4;0;0;456;0;M1;2200;0;0.18;267;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-04-15T00:00:00.000;2019-05-04T00:00:00.000;2010-03-18T00:00:00.000;2010-07-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;63109;4;4297;2200;by achterzitting r.;;246931;F 149;e3*2001/116*0285*00;BD;EL;0;G;;;;;
28PJR2;Personenauto;FERRARI;F430;20230728;20170713;coupe;ROOD;Niet geregistreerd;8;1425;1525;20050118;20110301;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;1720;;0.23;260;Nee;Ja;Nee;;2022;Geen oordeel;05;Ja;2023-07-28T00:00:00.000;2017-07-13T00:00:00.000;2005-01-18T00:00:00.000;2011-03-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;55321;2;4300;1720;r. bodemplaat onder voorzitting;0;;;;;;;;;;;;
28PXG1;Personenauto;FERRARI;CALIFORNIA;20230422;20180316;cabriolet;GRIJS;Niet geregistreerd;8;1775;1875;20091112;20110405;Geen verstrekking in Open Data;Ja;2;4;0;0;456;0;M1;2200;0;0.18;267;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-04-22T00:00:00.000;2018-03-16T00:00:00.000;2009-11-12T00:00:00.000;2011-04-05T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;55465;4;4297;2200;by achterzitting r.;;;F 149;e3*2001/116*0285*00;BD;EL;0;G;;;;;
28SFNV;Personenauto;FERRARI;430;20230413;20200919;coupe;GRIJS;Niet geregistreerd;8;1425;1525;20050110;20060323;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;0;0.23;260;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-04-13T00:00:00.000;2020-09-19T00:00:00.000;2005-01-10T00:00:00.000;2006-03-23T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;55321;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;EB;E;0;G;;;;;
28XGKG;Personenauto;FERRARI;512 TR E2;20240108;20120103;coupe;ROOD;Niet geregistreerd;12;1550;1650;19930901;20070508;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1840;0;0.19;255;Nee;Nee;Nee;0;2022;Geen oordeel;01;Ja;2024-01-08T00:00:00.000;2012-01-03T00:00:00.000;1993-09-01T00:00:00.000;2007-05-08T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;64567;2;4943;1840;op r. balk onder motorkap;0;;;;;;;;;;;;
28YD17;Personenauto;FERRARI;365 GTC/4;;20211008;coupe;BLAUW;Niet geregistreerd;12;1840;1940;19730101;20161115;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;;;0.12;269;Nee;Nee;Nee;;2022;Geen oordeel;05;Ja;;2021-10-08T00:00:00.000;1973-01-01T00:00:00.000;2016-11-15T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;4;4390;;r. op dwarsbalk onder motorkap;;;;;;;;;;;;;
28ZGSH;Personenauto;FERRARI;360;20230615;20151110;cabriolet;ROOD;Niet geregistreerd;8;1425;1525;20010709;20080215;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1730;1;0.19;260;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-06-15T00:00:00.000;2015-11-10T00:00:00.000;2001-07-09T00:00:00.000;2008-02-15T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;53009;2;3586;1730;op bodemplaat onder r. voorzitting;;;;e3*98/14*0043*04;AD;E;0;G;;;;;
29HPS8;Personenauto;FERRARI;599;20230801;20221104;coupe;GRIJS;Niet geregistreerd;12;1680;1780;20070730;20090214;Geen verstrekking in Open Data;Ja;2;4;0;0;467;0;M1;2000;0;0.26;275;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-08-01T00:00:00.000;2022-11-04T00:00:00.000;2007-07-30T00:00:00.000;2009-02-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;77759;2;5999;2000;op dwarsbalk a. r. voorzitting;;;;e3*2001/116*0227*00;AB;E;0;G;;;;;
29NSVV;Personenauto;FERRARI;MONDIAL CABRIOLET 3.2;20240904;20190628;cabriolet;ROOD;Niet geregistreerd;8;1470;1570;19861010;20040202;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1860;0;0.13;265;Nee;Nee;Nee;0;2022;Geen oordeel;01;Ja;2024-09-04T00:00:00.000;2019-06-28T00:00:00.000;1986-10-10T00:00:00.000;2004-02-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;25277;;3186;1860;op r. balk onder motorkap;;;;;;;;;;;;;
29RDVB;Personenauto;FERRARI;430;20231026;20141205;coupe;GRIJS;Niet geregistreerd;8;1425;1525;20050221;20050221;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;0;0.23;260;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-10-26T00:00:00.000;2014-12-05T00:00:00.000;2005-02-21T00:00:00.000;2005-02-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;55711;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;EB;E;0;G;;;;;
29SPK6;Personenauto;FERRARI;599 GTO;20150419;20230104;coupe;ZWART;Niet geregistreerd;12;1580;1680;20110419;20111102;Geen verstrekking in Open Data;Ja;2;4;0;0;471;0;M1;1950;0;0.29;275;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2015-04-19T00:00:00.000;2023-01-04T00:00:00.000;2011-04-19T00:00:00.000;2011-11-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;87566;2;5999;1950;r. voorzitting;;441500;F 141 ABL;e3*KS07/46*0035*00;AB;L;0;G;;;;;
29TGBS;Personenauto;FERRARI;348 TS U9;20240611;20060824;coupe;ROOD;Niet geregistreerd;8;1480;1580;19910923;20060824;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1680;0;0.14;245;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2024-06-11T00:00:00.000;2006-08-24T00:00:00.000;1991-09-23T00:00:00.000;2006-08-24T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;34960;2;3405;1680;r. op schroefveerkoker in motorruimte;0;;;;;;;;;;;;
29XXZ4;Personenauto;FERRARI;599 GTO;20240225;20190801;coupe;BLAUW;Niet geregistreerd;12;1580;1680;20100823;20120910;Geen verstrekking in Open Data;Ja;2;4;0;0;471;0;M1;1950;0;0.29;275;Nee;Nee;Nee;0;2023;Geen oordeel;05;Ja;2024-02-25T00:00:00.000;2019-08-01T00:00:00.000;2010-08-23T00:00:00.000;2012-09-10T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;108455;2;5999;1950;r. voorzitting;;371106;F 141 ABL;e3*KS07/46*0035*00;AB;L;0;G;;;;;
2KBZ98;Personenauto;FERRARI;CALIFORNIA;20230325;20220606;cabriolet;GRIJS;Niet geregistreerd;8;1775;1875;20130322;20130322;Geen verstrekking in Open Data;Ja;2;4;0;0;456;0;M1;2200;0;0.19;267;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-03-25T00:00:00.000;2022-06-06T00:00:00.000;2013-03-22T00:00:00.000;2013-03-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;44076;4;4297;2200;by achterzitting r.;;241930;F 149;e3*2001/116*0285*05;CD;EL;0;G;;;;;
2KHS10;Personenauto;FERRARI;CALIFORNIA;20230228;20130426;cabriolet;GRIJS;Niet geregistreerd;8;1775;1875;20130426;20130426;Geen verstrekking in Open Data;Ja;2;4;0;0;456;0;M1;2200;0;0.19;267;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-02-28T00:00:00.000;2013-04-26T00:00:00.000;2013-04-26T00:00:00.000;2013-04-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;44076;4;4297;2200;by achterzitting r.;;240557;F 149;e3*2001/116*0285*07;CD;EL;0;G;;;;;
2KJH83;Personenauto;FERRARI;458;20240219;20210218;cabriolet;ZWART;Niet geregistreerd;8;1540;1640;20130426;20130426;Geen verstrekking in Open Data;Ja;2;4;0;0;453;0;M1;1835;0;0.25;265;Nee;Ja;Nee;0;2023;Logisch;00;Ja;2024-02-19T00:00:00.000;2021-02-18T00:00:00.000;2013-04-26T00:00:00.000;2013-04-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;46831;2;4497;1835;r. dwarsbalk onder voorzitting;0;319834;F 142;e3*2007/46*0040*02;AD;E;0;G;;;;;
