kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_ondersteunende_snelheid;catalogusprijs;maximum_last_onder_de_vooras_sen_tezamen_koppeling;type_gasinstallatie;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd
00GXT7;Personenauto;NISSAN;NISSAN QASHQAI;20231127;20141128;4353;MPV;5;GRIJS;Niet geregistreerd;4;1598;1272;1830;1372;685;1200;20080926;20080926;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*08;A;A01;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-11-27T00:00:00.000;2014-11-28T00:00:00.000;2008-09-26T00:00:00.000;2008-09-26T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GZB7;Personenauto;NISSAN;NISSAN QASHQAI;20230524;20210519;4616;MPV;5;ZWART;Niet geregistreerd;4;1598;1272;1830;1372;685;1200;20081003;20081003;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*08;A;A01;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Geen oordeel;07;Ja;2023-05-24T00:00:00.000;2021-05-19T00:00:00.000;2008-10-03T00:00:00.000;2008-10-03T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GZH4;Personenauto;NISSAN;NISSAN MICRA;20231005;20100929;2351;hatchback;5;BRUIN;Niet geregistreerd;4;1240;921;1475;1021;510;800;20081004;20081004;Geen verstrekking in Open Data;Ja;2;4;0;0;372;0;M1;r. tegen schutbord onder motorkap;1475;K12;e11*2001/116*0195*09;B;B02;0;0.06;243;Nee;Nee;Nee;2275;0;2022;Logisch;00;Ja;2023-10-05T00:00:00.000;2010-09-29T00:00:00.000;2008-10-04T00:00:00.000;2008-10-04T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00GZR7;Personenauto;NISSAN;NISSAN NOTE;20230429;20190429;4280;MPV;5;ROOD;Niet geregistreerd;4;1598;1082;1560;1182;510;1000;20081008;20081008;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1560;E11;e11*2001/116*0268*05;B;B01;0;0.07;260;Nee;Nee;Nee;2560;0;2022;Logisch;00;Ja;2023-04-29T00:00:00.000;2019-04-29T00:00:00.000;2008-10-08T00:00:00.000;2008-10-08T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00GZV4;Personenauto;NISSAN;NISSAN QASHQAI;20230706;20120707;4409;MPV;5;ZWART;Niet geregistreerd;4;1598;1272;1830;1372;685;1200;20080930;20080930;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. schutbord;1830;J10;e11*2001/116*0295*07;A;A01;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-07-06T00:00:00.000;2012-07-07T00:00:00.000;2008-09-30T00:00:00.000;2008-09-30T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00HBT3;Personenauto;NISSAN;NISSAN QASHQAI;20240218;20200219;8364;MPV;5;ZWART;Niet geregistreerd;4;1997;1353;1960;1453;685;1200;20081028;20081028;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*08;B;B02;0;0.07;263;Nee;Nee;Nee;3160;0;2023;Logisch;00;Ja;2024-02-18T00:00:00.000;2020-02-19T00:00:00.000;2008-10-28T00:00:00.000;2008-10-28T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00HDH9;Personenauto;NISSAN;NISSAN QASHQAI;20230604;20201215;4353;MPV;5;GRIJS;Niet geregistreerd;4;1598;1272;1830;1372;685;1200;20081023;20081023;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*08;A;A01;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-06-04T00:00:00.000;2020-12-15T00:00:00.000;2008-10-23T00:00:00.000;2008-10-23T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00HDK7;Personenauto;NISSAN;NISSAN NOTE;20231024;20201013;4096;MPV;5;BLAUW;Niet geregistreerd;4;1598;1082;1560;1182;510;1000;20081024;20081024;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1560;E11;e11*2001/116*0268*05;B;B01;0;0.07;260;Nee;Nee;Nee;2560;0;2022;Logisch;00;Ja;2023-10-24T00:00:00.000;2020-10-13T00:00:00.000;2008-10-24T00:00:00.000;2008-10-24T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00HDK9;Personenauto;NISSAN;NISSAN NOTE;20231108;20200208;3834;MPV;5;ROOD;Niet geregistreerd;4;1386;1067;1546;1167;510;945;20081030;20081030;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1546;E11;e11*2001/116*0268*04;A;A01;0;0.06;260;Nee;Nee;Nee;2491;0;2022;Logisch;00;Ja;2023-11-08T00:00:00.000;2020-02-08T00:00:00.000;2008-10-30T00:00:00.000;2008-10-30T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00HDN8;Personenauto;NISSAN;NISSAN MICRA;20231029;20161006;2285;hatchback;5;WIT;Niet geregistreerd;4;1240;921;1475;1021;510;800;20081029;20081029;Geen verstrekking in Open Data;Ja;2;4;0;0;372;0;M1;r. tegen schutbord onder motorkap;1475;K12;e11*2001/116*0195*10;B;B02;0;0.06;243;Nee;Nee;Nee;2275;0;2022;Logisch;00;Ja;2023-10-29T00:00:00.000;2016-10-06T00:00:00.000;2008-10-29T00:00:00.000;2008-10-29T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00HFG5;Personenauto;NISSAN;NISSAN NOTE;20240319;20140320;3834;MPV;5;BLAUW;Niet geregistreerd;4;1386;1067;1546;1167;510;945;20081106;20081106;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1546;E11;e11*2001/116*0268*04;A;A01;0;0.06;260;Nee;Nee;Nee;2491;0;2023;Logisch;00;Ja;2024-03-19T00:00:00.000;2014-03-20T00:00:00.000;2008-11-06T00:00:00.000;2008-11-06T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00HFN8;Personenauto;NISSAN;NISSAN QASHQAI;20230727;20221206;5088;MPV;5;ZWART;Niet geregistreerd;4;1598;1272;1830;1372;685;1200;20081103;20081103;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*08;A;A01;0;0.06;263;Ja;Nee;Nee;3030;0;2022;Logisch;00;Nee;2023-07-27T00:00:00.000;2022-12-06T00:00:00.000;2008-11-03T00:00:00.000;2008-11-03T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00HFS3;Personenauto;NISSAN;NISSAN QASHQAI;20240125;20220125;5088;MPV;5;ZWART;Niet geregistreerd;4;1598;1272;1830;1372;685;1200;20081119;20081119;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*08;A;A01;0;0.06;263;Nee;Nee;Nee;3030;0;2023;Logisch;00;Ja;2024-01-25T00:00:00.000;2022-01-25T00:00:00.000;2008-11-19T00:00:00.000;2008-11-19T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00HFV3;Personenauto;NISSAN;NISSAN QASHQAI;20230513;20160519;5088;MPV;5;ZWART;Niet geregistreerd;4;1598;1272;1830;1372;685;1200;20090108;20090108;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*08;A;A01;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-05-13T00:00:00.000;2016-05-19T00:00:00.000;2009-01-08T00:00:00.000;2009-01-08T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;25443;;;;;;;
00HGR4;Personenauto;NISSAN;NISSAN QASHQAI;20231022;20081121;7905;MPV;5;BRUIN;Niet geregistreerd;4;1997;1331;1960;1431;685;1400;20081121;20081121;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*08;B;B01;0;0.07;263;Nee;Nee;Nee;3360;0;2022;Logisch;00;Ja;2023-10-22T00:00:00.000;2008-11-21T00:00:00.000;2008-11-21T00:00:00.000;2008-11-21T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00HGT6;Personenauto;NISSAN;NISSAN QASHQAI;20231207;20190304;5088;MPV;5;ROOD;Niet geregistreerd;4;1598;1272;1830;1372;685;1200;20081118;20081118;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*08;A;A01;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-12-07T00:00:00.000;2019-03-04T00:00:00.000;2008-11-18T00:00:00.000;2008-11-18T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00HGX2;Personenauto;NISSAN;NISSAN QASHQAI;20231223;20131122;5088;MPV;5;GRIJS;Niet geregistreerd;4;1598;1272;1830;1372;685;1200;20081127;20081127;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*08;A;A01;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-12-23T00:00:00.000;2013-11-22T00:00:00.000;2008-11-27T00:00:00.000;2008-11-27T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00HGZ4;Personenauto;NISSAN;NISSAN QASHQAI;20231027;20151104;8482;MPV;5;GRIJS;Niet geregistreerd;4;1997;1353;1960;1453;685;1200;20081120;20081120;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*08;B;B02;0;0.07;263;Nee;Nee;Nee;3160;0;2022;Logisch;00;Ja;2023-10-27T00:00:00.000;2015-11-04T00:00:00.000;2008-11-20T00:00:00.000;2008-11-20T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00HHF3;Personenauto;NISSAN;NISSAN QASHQAI;20231216;20181107;7460;MPV;5;ZWART;Niet geregistreerd;4;1997;1331;1960;1431;685;1400;20081205;20081205;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*08;B;B01;0;0.07;263;Nee;Nee;Nee;3360;0;2022;Logisch;00;Ja;2023-12-16T00:00:00.000;2018-11-07T00:00:00.000;2008-12-05T00:00:00.000;2008-12-05T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00HHG8;Personenauto;NISSAN;NISSAN QASHQAI;20230305;20220603;5088;MPV;5;ZWART;Niet geregistreerd;4;1598;1272;1830;1372;685;1200;20081128;20081128;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*08;A;A01;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-03-05T00:00:00.000;2022-06-03T00:00:00.000;2008-11-28T00:00:00.000;2008-11-28T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00HHG9;Personenauto;NISSAN;NISSAN QASHQAI;20231004;20221005;7648;MPV;5;GRIJS;Niet geregistreerd;4;1997;1390;1960;1490;740;1400;20081219;20081219;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*08;E;E01;0;0.07;263;Nee;Nee;Nee;3360;0;2022;Logisch;00;Ja;2023-10-04T00:00:00.000;2022-10-05T00:00:00.000;2008-12-19T00:00:00.000;2008-12-19T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00HHJ3;Personenauto;NISSAN;NISSAN QASHQAI;20240122;20090116;7445;MPV;5;ZWART;Niet geregistreerd;4;1997;1331;1960;1431;685;1400;20090116;20090116;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*08;B;B01;0;0.07;263;Nee;Nee;Nee;3360;0;2023;Logisch;00;Ja;2024-01-22T00:00:00.000;2009-01-16T00:00:00.000;2009-01-16T00:00:00.000;2009-01-16T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;31338;;;;;;;
00HHK4;Personenauto;NISSAN;NISSAN NOTE;20230514;20220228;3873;MPV;5;ZWART;Niet geregistreerd;4;1386;1067;1546;1167;510;945;20061214;20081201;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1546;;e11*2001/116*0268*00;A;A01;0;0.06;260;Nee;Nee;Nee;2491;0;2022;Geen oordeel;05;Ja;2023-05-14T00:00:00.000;2022-02-28T00:00:00.000;2006-12-14T00:00:00.000;2008-12-01T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00HHR1;Personenauto;NISSAN;NISSAN QASHQAI;20231212;20220520;7028;MPV;5;ROOD;Niet geregistreerd;4;1997;1331;1960;1431;685;1400;20081208;20081208;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*08;B;B01;0;0.07;263;Nee;Nee;Nee;3360;0;2022;Logisch;00;Ja;2023-12-12T00:00:00.000;2022-05-20T00:00:00.000;2008-12-08T00:00:00.000;2008-12-08T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00HJF5;Personenauto;NISSAN;NISSAN MICRA;20230912;20081205;2167;hatchback;5;ZWART;Niet geregistreerd;4;1240;921;1475;1021;510;800;20081205;20081205;Geen verstrekking in Open Data;Ja;2;4;0;0;372;0;M1;r. tegen schutbord onder motorkap;1475;K12;e11*2001/116*0195*10;B;B01;0;0.05;243;Nee;Nee;Nee;2275;0;2022;Logisch;00;Ja;2023-09-12T00:00:00.000;2008-12-05T00:00:00.000;2008-12-05T00:00:00.000;2008-12-05T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00HJG2;Personenauto;NISSAN;NISSAN NOTE;20231212;20130531;4280;MPV;5;BLAUW;Niet geregistreerd;4;1598;1082;1560;1182;510;1000;20081212;20081212;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1560;E11;e11*2001/116*0268*05;B;B01;0;0.07;260;Nee;Nee;Nee;2560;0;2022;Logisch;00;Ja;2023-12-12T00:00:00.000;2013-05-31T00:00:00.000;2008-12-12T00:00:00.000;2008-12-12T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00HJJ3;Personenauto;NISSAN;NISSAN NOTE;20240301;20200521;3834;MPV;5;BRUIN;Niet geregistreerd;4;1386;1067;1546;1167;510;945;20090102;20090102;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1546;E11;e11*2001/116*0268*04;A;A01;0;0.06;260;Nee;Nee;Nee;2491;0;2023;Logisch;00;Ja;2024-03-01T00:00:00.000;2020-05-21T00:00:00.000;2009-01-02T00:00:00.000;2009-01-02T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;18692;;;;;;;
00HJS5;Personenauto;NISSAN;NISSAN MICRA;20240104;20090102;2482;hatchback;5;PAARS;Niet geregistreerd;4;1240;921;1475;1021;510;800;20090102;20090102;Geen verstrekking in Open Data;Ja;2;4;0;0;372;0;M1;r. tegen schutbord onder motorkap;1475;K12;e11*2001/116*0195*10;B;B01;0;0.05;243;Nee;Nee;Nee;2275;0;2023;Logisch;00;Ja;2024-01-04T00:00:00.000;2009-01-02T00:00:00.000;2009-01-02T00:00:00.000;2009-01-02T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;13537;;;;;;;
00HJX9;Personenauto;NISSAN;NISSAN NOTE;20230412;20220307;4096;MPV;5;BRUIN;Niet geregistreerd;4;1598;1082;1560;1182;510;1000;20090102;20090102;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1560;E11;e11*2001/116*0268*05;B;B01;0;0.07;260;Nee;Nee;Nee;2560;0;2022;Logisch;00;Ja;2023-04-12T00:00:00.000;2022-03-07T00:00:00.000;2009-01-02T00:00:00.000;2009-01-02T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;19692;;;;;;;
00HKB9;Personenauto;NISSAN;NISSAN QASHQAI;20240109;20161229;8089;MPV;5;GRIJS;Niet geregistreerd;4;1997;1331;1960;1431;685;1400;20090109;20090109;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*08;B;B01;0;0.07;263;Nee;Nee;Nee;3360;0;2022;Logisch;00;Ja;2024-01-09T00:00:00.000;2016-12-29T00:00:00.000;2009-01-09T00:00:00.000;2009-01-09T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;33793;;;;;;;
00HKH6;Personenauto;NISSAN;NISSAN QASHQAI;20240114;20211027;4734;MPV;5;BLAUW;Niet geregistreerd;4;1598;1272;1830;1372;685;1200;20090114;20090114;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*08;A;A01;0;0.06;263;Nee;Nee;Nee;3030;0;2023;Logisch;00;Ja;2024-01-14T00:00:00.000;2021-10-27T00:00:00.000;2009-01-14T00:00:00.000;2009-01-14T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;24093;;;;;;;
00HKP6;Personenauto;NISSAN;NISSAN MICRA;20240107;20090106;2167;hatchback;5;BRUIN;Niet geregistreerd;4;1240;921;1475;1021;510;800;20090106;20090106;Geen verstrekking in Open Data;Ja;2;4;0;0;372;0;M1;r. tegen schutbord onder motorkap;1475;K12;e11*2001/116*0195*10;B;B01;0;0.05;243;Nee;Nee;Nee;2275;0;2023;Logisch;00;Ja;2024-01-07T00:00:00.000;2009-01-06T00:00:00.000;2009-01-06T00:00:00.000;2009-01-06T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;12338;;;;;;;
